pick_no,round,slot,team_strategy,player_name,position,nfl_team,adp,vorp,strategy_weight,final_score
43,4,6,bpa,Cam Skattebo,RB,NYG,49.12,102.0,1.00,130.7
44,4,5,bpa,Bucky Irving,RB,TB,50.10,108.0,1.00,106.4
45,4,4,bpa,Travis Etienne,RB,NO,45.71,96.0,1.00,94.6
46,4,3,hero_rb,Terry McLaurin,WR,WAS,51.86,108.0,1.50,131.2
47,4,2,bpa,Quinshon Judkins,RB,CLE,55.47,90.0,1.00,88.7
48,4,1,bpa,DJ Moore,WR,BUF,54.37,103.5,1.00,98.8
49,5,1,bpa,Jameson Williams,WR,DET,58.18,99.0,1.00,80.2
50,5,2,bpa,Mike Evans,WR,SF,59.30,94.5,1.00,84.2
51,5,3,hero_rb,Rome Odunze,WR,CHI,61.02,90.0,1.20,79.0
52,5,4,bpa,Carnell Tate,WR,TEN,65.60,85.5,1.00,76.2
53,5,5,bpa,Colston Loveland,TE,CHI,38.20,67.5,1.00,74.3
54,5,6,bpa,Christian Watson,WR,GB,64.08,81.0,1.00,72.2
55,5,7,zero_rb,Josh Allen,QB,BUF,23.69,84.5,1.20,145.0
56,5,8,bpa,David Montgomery,RB,HOU,55.12,84.0,1.00,75.3
57,5,9,bpa,Tyler Warren,TE,IND,49.62,60.0,1.00,66.0
58,5,10,bpa,Parker Washington,WR,JAX,68.88,76.5,1.00,62.0
59,5,11,robust_rb,Brian Thomas,WR,JAX,75.04,72.0,1.40,96.3
60,5,12,bpa,TreVeyon Henderson,RB,NE,60.73,78.0,1.00,69.9
61,6,12,bpa,Lamar Jackson,QB,BAL,34.66,78.0,0.90,77.2
62,6,11,robust_rb,D'Andre Swift,RB,CHI,54.48,72.0,1.55,87.0
63,6,10,bpa,Drake Maye,QB,NE,44.72,71.5,0.90,70.8
64,6,9,bpa,Joe Burrow,QB,CIN,51.85,65.0,0.90,64.4
65,6,8,bpa,Jayden Daniels,QB,WAS,59.79,58.5,0.90,63.7
66,6,7,zero_rb,Bhayshul Tuten,RB,JAX,62.71,66.0,1.70,130.7
67,6,6,bpa,Sam LaPorta,TE,DET,72.66,52.5,1.00,57.8
68,6,5,bpa,Jalen Hurts,QB,PHI,62.66,52.0,0.90,56.6
69,6,4,bpa,Caleb Williams,QB,CHI,70.93,45.5,0.90,49.5
70,6,3,hero_rb,Jadarian Price,RB,SEA,68.03,60.0,1.35,72.6
71,6,2,bpa,Tucker Kraft,TE,GB,71.15,45.0,1.00,49.5
72,6,1,bpa,Marvin Harrison,WR,ARI,72.09,67.5,1.00,44.9
73,7,1,bpa,DK Metcalf,WR,PIT,79.61,63.0,1.00,43.5
74,7,2,bpa,Jordyn Tyson,WR,NO,105.85,58.5,1.00,38.9
75,7,3,hero_rb,Harold Fannin,TE,CLE,72.83,37.5,1.00,41.3
76,7,4,bpa,Courtland Sutton,WR,DEN,84.52,49.5,1.00,41.7
77,7,5,bpa,Michael Wilson,WR,ARI,85.97,54.0,1.00,48.1
78,7,6,bpa,Dak Prescott,QB,DAL,81.43,39.0,0.90,38.6
79,7,7,zero_rb,Kyle Pitts,TE,ATL,76.37,30.0,1.50,49.5
80,7,8,bpa,Jaylen Warren,RB,PIT,74.25,54.0,1.00,37.4
81,7,9,bpa,Makai Lemon,WR,PHI,98.77,45.0,1.00,36.5
82,7,10,bpa,RJ Harvey,RB,DEN,88.14,48.0,1.00,33.2
83,7,11,robust_rb,Justin Herbert,QB,LAC,80.04,32.5,1.00,35.8
84,7,12,bpa,Chris Godwin,WR,TB,86.30,40.5,1.00,32.8
85,8,12,bpa,Chuba Hubbard,RB,CAR,89.65,42.0,1.00,33.4
86,8,11,robust_rb,Tyler Higbee,TE,LAR,323.85,24.0,1.30,34.3
87,8,10,bpa,Rhamondre Stevenson,RB,NE,80.58,36.0,1.00,24.8
88,8,9,bpa,Josh Downs,WR,IND,94.92,36.0,1.00,23.9
89,8,8,bpa,Jordan Addison,WR,MIN,103.99,31.5,1.00,25.5
90,8,7,zero_rb,Rico Dowdle,RB,PIT,87.35,30.0,1.00,20.8
91,8,6,bpa,Alec Pierce,WR,IND,101.92,22.5,1.00,19.5
92,8,5,bpa,Michael Pittman,WR,PIT,93.30,27.0,1.00,19.8
93,8,4,bpa,George Kittle,TE,SF,96.40,22.5,1.00,24.8
94,8,3,hero_rb,Jaxson Dart,QB,NYG,94.49,26.0,0.70,20.0
95,8,2,bpa,Trevor Lawrence,QB,JAX,89.82,19.5,0.90,19.3
96,8,1,bpa,Tony Pollard,RB,TEN,85.69,24.0,1.00,16.6
97,9,1,bpa,Dalton Kincaid,TE,BUF,103.60,15.0,1.00,16.5
98,9,2,bpa,J.K. Dobbins,RB,DEN,95.49,18.0,1.00,16.2
99,9,3,hero_rb,Quentin Johnston,WR,LAC,101.62,18.0,1.20,13.0
100,9,4,bpa,Kyle Monangai,RB,CHI,104.71,12.0,1.00,10.8
101,9,5,bpa,Wan'Dale Robinson,WR,TEN,98.75,13.5,1.00,8.1
102,9,6,bpa,Jayden Reed,WR,GB,106.14,9.0,1.00,5.4
103,9,7,zero_rb,Jonathon Brooks,RB,CAR,94.71,6.0,1.00,4.7
104,9,8,bpa,Stefon Diggs,WR,WAS,104.38,4.5,1.00,3.3
105,9,9,bpa,Matthew Stafford,QB,LAR,107.28,13.0,0.30,2.3
106,9,10,bpa,Travis Kelce,TE,KC,97.74,7.5,1.00,8.3
107,9,11,robust_rb,Patrick Mahomes,QB,KC,106.65,6.5,0.30,1.2
108,9,12,bpa,Blake Corum,RB,LAR,104.93,0.0,1.00,0.0
109,10,12,bpa,Brock Purdy,QB,SF,107.89,0.0,0.30,0.0
110,10,11,robust_rb,Jakobi Meyers,WR,JAX,107.90,0.0,1.00,0.0
111,10,10,bpa,Jake Ferguson,TE,DAL,110.35,0.0,0.25,0.0
112,10,9,bpa,Los Angeles Rams,DEF,LAR,129.94,0.0,1.00,0.0
113,10,8,bpa,Houston Texans,DEF,HOU,131.34,0.0,1.00,0.0
114,10,7,zero_rb,Seattle Seahawks,DEF,SEA,141.29,0.0,1.00,0.0
115,10,6,bpa,Brandon Aubrey,K,DAL,142.24,0.0,0.05,0.0
116,10,5,bpa,Denver Broncos,DEF,DEN,145.45,0.0,1.00,0.0
117,10,4,bpa,Philadelphia Eagles,DEF,PHI,154.61,0.0,1.00,0.0
118,10,3,hero_rb,Cameron Dicker,K,LAC,158.71,0.0,0.05,0.0
119,10,2,bpa,Ka'imi Fairbairn,K,HOU,162.63,0.0,0.05,0.0
120,10,1,bpa,Jason Myers,K,SEA,165.53,0.0,0.05,0.0
121,11,1,bpa,New England Patriots,DEF,NE,166.58,0.0,1.00,0.0
122,11,2,bpa,Cam Little,K,JAX,166.61,0.0,0.05,0.0
123,11,3,hero_rb,Baltimore Ravens,DEF,BAL,168.34,0.0,1.00,0.0
124,11,4,bpa,Minnesota Vikings,DEF,MIN,170.87,0.0,1.00,0.0
125,11,5,bpa,Pittsburgh Steelers,DEF,PIT,174.88,0.0,1.00,0.0
126,11,6,bpa,Jacksonville Jaguars,DEF,JAX,175.68,0.0,1.00,0.0
127,11,7,zero_rb,Los Angeles Chargers,DEF,LAC,178.49,0.0,1.00,0.0
128,11,8,bpa,Harrison Mevis,K,LAR,184.56,0.0,0.05,0.0
129,11,9,bpa,Eddy Pineiro,K,SF,184.88,0.0,0.05,0.0
130,11,10,bpa,Detroit Lions,DEF,DET,185.52,0.0,1.00,0.0
131,11,11,robust_rb,Andy Borregales,K,NE,186.88,0.0,0.05,0.0
132,11,12,bpa,Cairo Santos,K,CHI,186.99,0.0,0.05,0.0
133,12,12,bpa,Tennessee Titans,DEF,TEN,188.01,0.0,1.00,0.0
134,12,11,robust_rb,Tyler Loop,K,BAL,188.01,0.0,0.05,0.0
135,12,10,bpa,Evan McPherson,K,CIN,188.33,0.0,0.05,0.0
136,12,9,bpa,Jake Bates,K,DET,189.79,0.0,0.05,0.0
137,12,8,bpa,Chase McLaughlin,K,TB,190.99,0.0,0.05,0.0
138,12,7,zero_rb,Kansas City Chiefs,DEF,KC,193.50,0.0,1.00,0.0
139,12,6,bpa,Green Bay Packers,DEF,GB,193.70,0.0,1.00,0.0
140,12,5,bpa,Chris Boswell,K,PIT,197.91,0.0,0.05,0.0
141,12,4,bpa,Will Reichard,K,MIN,200.89,0.0,0.05,0.0
142,12,3,hero_rb,Harrison Butker,K,KC,201.89,0.0,0.05,0.0
143,12,2,bpa,Dallas Cowboys,DEF,DAL,204.68,0.0,1.00,0.0
144,12,1,bpa,San Francisco 49ers,DEF,SF,206.59,0.0,1.00,0.0
145,13,1,bpa,Chicago Bears,DEF,CHI,211.47,0.0,1.00,0.0
146,13,2,bpa,Buffalo Bills,DEF,BUF,214.31,0.0,1.00,0.0
147,13,3,hero_rb,Jake Elliott,K,PHI,220.91,0.0,0.05,0.0
148,13,4,bpa,Cleveland Browns,DST,CLE,221.97,0.0,1.00,0.0
149,13,5,bpa,Charlie Smyth,K,NO,225.58,0.0,0.05,0.0
150,13,6,bpa,New York Giants,DEF,NYG,226.25,0.0,1.00,0.0
151,13,7,zero_rb,Trey Smack,K,GB,228.05,0.0,1.00,0.0
152,13,8,bpa,Spencer Shrader,K,IND,240.67,0.0,0.05,0.0
153,13,9,bpa,Washington Commanders,DST,WAS,247.14,0.0,1.00,0.0
154,13,10,bpa,Blake Grupe,K,IND,248.89,0.0,0.05,0.0
155,13,11,robust_rb,Jake Moody,K,FA,249.33,0.0,0.05,0.0
156,13,12,bpa,Tampa Bay Buccaneers,DEF,TB,253.50,0.0,1.00,0.0
157,14,12,bpa,Nick Folk,K,ATL,254.15,0.0,0.05,0.0
158,14,11,robust_rb,Las Vegas Raiders,DST,LV,255.40,0.0,1.00,0.0
159,14,10,bpa,Indianapolis Colts,DEF,IND,255.53,0.0,1.00,0.0
160,14,9,bpa,Daniel Carlson,K,NO,257.57,0.0,0.05,0.0
161,14,8,bpa,Brandon McManus,K,FA,257.83,0.0,0.05,0.0
162,14,7,zero_rb,Ty Johnson,RB,BUF,259.14,0.0,1.00,0.0
163,14,6,bpa,New Orleans Saints,DST,NO,259.53,0.0,1.00,0.0
164,14,5,bpa,Joey Slye,K,TEN,261.00,0.0,0.05,0.0
165,14,4,bpa,Cincinnati Bengals,DST,CIN,261.36,0.0,0.05,0.0
166,14,3,hero_rb,Christian Kirk,WR,SF,262.56,0.0,1.20,0.0
167,14,2,bpa,Ryan Fitzgerald,K,CAR,263.50,0.0,0.05,0.0
168,14,1,bpa,Wil Lutz,K,DEN,263.57,0.0,0.05,0.0
169,15,1,bpa,Tyquan Thornton,WR,KC,264.24,0.0,1.00,0.0
170,15,2,bpa,Xavier Legette,WR,CAR,264.50,0.0,1.00,0.0
171,15,3,hero_rb,Darius Slayton,WR,NYG,267.22,0.0,1.20,0.0
172,15,4,bpa,Roman Hemby,RB,LV,268.00,0.0,1.00,0.0
173,15,5,bpa,Atlanta Falcons,DST,ATL,269.15,0.0,1.00,0.0
174,15,6,bpa,Carolina Panthers,DST,CAR,269.75,0.0,0.05,0.0
175,15,7,zero_rb,Tyler Bass,K,BUF,270.02,0.0,0.05,0.0
176,15,8,bpa,Chad Ryland,K,ARI,278.67,0.0,0.05,0.0
177,15,9,bpa,Xavier Hutchinson,WR,HOU,279.79,0.0,1.00,0.0
178,15,10,bpa,Alec Ingold,RB,LAC,280.50,0.0,1.00,0.0
179,15,11,robust_rb,Mack Hollins,WR,NE,281.82,0.0,1.00,0.0
180,15,12,bpa,Ben Sauls,K,NYG,281.83,0.0,0.05,0.0
slot  1 [bpa      ] QB:0 RB:3 WR:6 TE:1 K:2 DST:0 other:3
slot  2 [bpa      ] QB:1 RB:3 WR:5 TE:1 K:3 DST:0 other:2
slot  3 [hero_rb  ] QB:1 RB:2 WR:7 TE:1 K:3 DST:0 other:1
slot  4 [bpa      ] QB:1 RB:4 WR:4 TE:1 K:1 DST:2 other:2
slot  5 [bpa      ] QB:1 RB:2 WR:5 TE:1 K:3 DST:1 other:2
slot  6 [bpa      ] QB:1 RB:2 WR:5 TE:1 K:1 DST:2 other:3
slot  7 [zero_rb  ] QB:1 RB:5 WR:3 TE:1 K:2 DST:0 other:3
slot  8 [bpa      ] QB:1 RB:3 WR:4 TE:1 K:5 DST:0 other:1
slot  9 [bpa      ] QB:2 RB:2 WR:5 TE:1 K:3 DST:1 other:1
slot 10 [bpa      ] QB:1 RB:5 WR:3 TE:2 K:2 DST:0 other:2
slot 11 [robust_rb] QB:2 RB:4 WR:4 TE:1 K:3 DST:1 other:0
slot 12 [bpa      ] QB:2 RB:4 WR:3 TE:1 K:3 DST:0 other:2
